href,aantal_keer,voorkomende_urls,title,status,publisher,editors,date,id
https://portal.opengeospatial.org/files/?artifact_id=47842,6,"[""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20200903"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20201009"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20210331"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20211222"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox"",""https:\/\/docs.geostandaarden.nl\/.\/nen3610\/gimeg""]","[""OGC City Geography Markup Language (CityGML) Encoding Standard""]",[],"[""Open Geospatial Consortium""]",[],"[""04 April 2012"",""4 April 2012""]","[""citygml2"",""citygml20""]"
https://www.iso.org/standard/39890.html,6,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19119"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 19119:2005 Geographic information \u2014 Services"",""Geographic information - Services"",""Geographic information -- Services""]",[],"[""International Organization for Standardization""]",[],"[""February 2005"",""2005-02""]","[""iso19119"",""iso19119-2005""]"
https://www.iso.org/standard/66175.html,6,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox"",""https:\/\/docs.geostandaarden.nl\/.\/imx\/imx-geo"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 19107:2019 Geographic information \u2014 Spatial schema"",""Geographic information \u2014 Spatial schema""]","[""Published"",""Definitief""]","[""ISO"",""International Organization for Standardization""]",[],"[""2019-12"",""December 2019""]","[""iso-19107-2019"",""iso19107""]"
https://www.forumstandaardisatie.nl/sites/bfs/files/Expertadvies%20OAuth%202.0.pdf,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""Expertadvies OAuth 2.0""]",[],"[""Forum Standaardisatie""]",[],"[""24 februari 2017""]","[""expert""]"
https://tools.ietf.org/html/rfc7519,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""JSON Web Token (JWT)""]",[],"[""IETF""]",[],"[""may 2015""]",[]
https://tools.ietf.org/html/rfc7515,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""JSON Web Signature (JWS)""]",[],"[""IETF""]",[],"[""may 2015""]",[]
https://tools.ietf.org/html/rfc7516,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""JSON Web Encryption (JWE)""]",[],"[""IETF""]",[],"[""may 2015""]",[]
https://tools.ietf.org/html/rfc7517,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""JSON Web Key (JWK))""]",[],"[""IETF""]",[],"[""may 2015""]",[]
https://tools.ietf.org/html/rfc7518,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""JSON Web Algorithms (JWA)""]",[],"[""IETF""]",[],"[""may 2015""]",[]
https://tools.ietf.org/html/rfc7636,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""Proof Key for Code Exchange by OAuth Public Clients""]",[],"[""IETF""]",[],"[""september 2015""]",[]
https://tools.ietf.org/html/rfc7662,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""OAuth 2.0 Token Introspection""]",[],"[""IETF""]",[],"[""October 2015""]",[]
https://openid.net/specs/openid-connect-core-1_0.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""OpenID Connect Core 1.0""]",[],"[""OpenID foundation""]",[],"[""November 8 2014""]","[""openid.core""]"
https://openid.net/specs/openid-igov-openid-connect-1_0.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""International Government Assurance Profile (iGov) for OpenID Connect 1.0 - draft 3""]",[],"[""OpenID foundation""]",[],"[""October 5 2018""]","[""igov.openid""]"
https://openid.net/specs/openid-igov-oauth2-1_0.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""International Government Assurance Profile (iGov) for OAuth 2.0""]",[],"[""OpenID foundation""]",[],"[""October 5 2018""]","[""igov.oauth2""]"
https://openid.net/specs/openid-connect-discovery-1_0.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""OpenID Connect Discovery 1.0""]",[],"[""OpenID foundation""]",[],"[""November 8 2014""]",[]
https://tools.ietf.org/html/draft-ietf-oauth-pop-architecture-08,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""OAuth 2.0 Proof-of-Possession (PoP) Security Architecture""]",[],"[""IETF""]",[],"[""July 8, 2016""]",[]
https://openid.net/specs/openid-heart-oauth2-1_0.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""Health Relationship Trust Profile for OAuth 2.0""]",[],"[""OpenID foundation""]",[],"[""April 25, 2017""]",[]
https://www.iana.org/assignments/jose/jose.xhtml#web-signature-encryption-algorithms,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""IANA JSON Web Signatures and Encryption Algorithms registry""]",[],"[""IANA""]",[],"[""""]",[]
https://tools.ietf.org/html/bcp195,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""Recommendations for Secure Use of Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS)""]",[],"[""IETF""]",[],"[""May 2015""]",[]
https://docs.opengeospatial.org/is/17-069r4/17-069r4.html,5,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC API Features Part1:Core"",""OGC 17-069r4: OGC API - Features - Part 1: Core corrigendum, Version 1.0.1""]","[""V1.0"",""Approved""]","[""OGC"",""Open Geospatial Consortium (OGC)""]","[[""Panagiotis (Peter) A. Vretanos"",""Clemens Portele"",""Charles Heazel""]]","[""2022-05-11""]","[""pub-1"",""oapif1""]"
https://datatracker.ietf.org/doc/html/rfc7946,4,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-architectuur"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-gebruikerswensen"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""The GeoJSON Format""]",[],[],[],"[""2016-08-01""]",[]
https://www.etsi.org/deliver/etsi_ts/119100_119199/11918201/01.01.01_60/ts_11918201v010101p.pdf,4,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-encryption"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-encryption"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-signing-jades"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-signing-jades""]","[""JAdES digital signatures""]",[],[],[],[],"[""jades"",""etsi-jades""]"
https://www.link-naar-publicatie-1.nl,4,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/arch"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/emso"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/hiso"",""https:\/\/docs.geostandaarden.nl\/.\/ro\/wijzprot""]","[""Titel van Publicatie-1""]","[""V1.0.1""]","[""Publisher-1""]",[],[],[]
https://www.link-naar-publicatie-2.nl,4,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/arch"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/emso"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/hiso"",""https:\/\/docs.geostandaarden.nl\/.\/ro\/wijzprot""]","[""Titel van Publicatie-2""]","[""V1.0.1""]","[""Publisher-2""]",[],[],[]
https://www.link-naar-publicatie-3.nl,4,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/arch"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/emso"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/hiso"",""https:\/\/docs.geostandaarden.nl\/.\/ro\/wijzprot""]","[""Titel van Publicatie-3""]","[""V1.0.1""]","[""Publisher-3""]",[],[],[]
